seed,cell,policy,k,epsilon_label,success_rate,mean_steps,mean_final_distance,mean_total_reward,frac_success_T_le_3,frac_success_T_4_or_5,frac_success_T_gt_5,mean_tox_path,mean_common_essential_per_ep,fraction_zero_common_essential,mean_unc_path_max,mean_unc_path_mean
0,k8_bin8-10_splitood,greedy_dyn_5_fused,8,p15,1.0,2.305,2.5730757550398864,0.9786908064600081,1.0,0.0,0.0,0.0,0.0,1.0,0.42618387079983605,0.37092609045635994
1,k2_bin6-8_splitood,PPO_BCD,2,p15,0.815,2.0,2.7139452766899597,0.7970258594929596,1.0,0.0,0.0,0.0,0.0,1.0,0.3594828101408091,0.33537332341024123
1,k2_bin6-8_splitood,random_uniform_valid,2,p15,0.13,1.975,3.9268568041779264,0.10549645193937185,1.0,0.0,0.0,0.02492818981409073,0.075,0.925,0.3652145815843815,0.33889359742336267
1,k2_bin6-8_splitood,always_noop,2,p15,0.0,0.0,6.644456075832363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,k2_bin6-8_splitood,greedy_dyn_1_fused,2,p15,0.905,1.995,2.5290405770233777,0.8840346941136166,1.0,0.0,0.0,0.0030193094071000815,0.045,0.955,0.36826749891346744,0.3398629540217918
1,k2_bin6-8_splitood,greedy_dyn_2_fused,2,p15,0.91,2.0,2.561264371581456,0.8917253217823995,1.0,0.0,0.0,0.0,0.0,1.0,0.3654935643520081,0.3401948502547701
1,k2_bin8-10_splitood,PPO_BCD,2,p15,0.705,2.0,3.076521769944884,0.6845472245904495,1.0,0.0,0.0,0.0,0.0,1.0,0.40905550819101266,0.37554287462736097
1,k2_bin8-10_splitood,random_uniform_valid,2,p15,0.06,1.975,4.165549651460674,0.032895833585004926,1.0,0.0,0.0,0.026395772714167834,0.07,0.93,0.41929178287156604,0.38521415881034315
1,k2_bin8-10_splitood,always_noop,2,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,k2_bin8-10_splitood,greedy_dyn_1_fused,2,p15,0.705,2.0,2.8721213261532537,0.6840773143950648,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.38180041497123
1,k2_bin8-10_splitood,greedy_dyn_2_fused,2,p15,0.695,2.0,2.916626142109791,0.6740391635872437,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3794241496625308
1,k3_bin6-8_splitood,PPO_BCD,3,p15,1.0,2.185,2.544558469298254,0.9820258594929595,1.0,0.0,0.0,0.0,0.0,1.0,0.3594828101408091,0.3309419700493539
1,k3_bin6-8_splitood,random_uniform_valid,3,p15,0.335,2.825,3.484776809615448,0.3068257608452991,1.0,0.0,0.0,0.0357265483122319,0.125,0.88,0.36703168646955453,0.3293138384240259
1,k3_bin6-8_splitood,always_noop,3,p15,0.0,0.0,6.644456075832363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,k3_bin6-8_splitood,greedy_dyn_1_fused,3,p15,1.0,2.09,2.4318646387367364,0.9790346941136167,1.0,0.0,0.0,0.0030193094071000815,0.045,0.955,0.36826749891346744,0.33755856632468734
1,k3_bin6-8_splitood,greedy_dyn_2_fused,3,p15,1.0,2.09,2.474180102533397,0.9817240755266073,1.0,0.0,0.0,0.0,0.0,1.0,0.365518489467853,0.3385438581038486
1,k3_bin6-8_splitood,greedy_dyn_3_fused,3,p15,1.0,2.145,2.4824396110348,0.9816290157257551,1.0,0.0,0.0,0.0,0.0,1.0,0.36741968548489834,0.3371077547653143
1,k3_bin8-10_splitood,PPO_BCD,3,p15,1.0,2.295,2.689109748896737,0.9795472245904494,1.0,0.0,0.0,0.0,0.0,1.0,0.40905550819101266,0.36641624355749414
1,k3_bin8-10_splitood,random_uniform_valid,3,p15,0.29,2.92,3.5526682130117084,0.2569216750114134,1.0,0.0,0.0,0.041122040916234254,0.16,0.855,0.4193224179392635,0.3615176032629694
1,k3_bin8-10_splitood,always_noop,3,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,k3_bin8-10_splitood,greedy_dyn_1_fused,3,p15,1.0,2.295,2.5134370783092326,0.979077314395065,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.3733920336320156
1,k3_bin8-10_splitood,greedy_dyn_2_fused,3,p15,1.0,2.305,2.5325161647514487,0.9790391635872436,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3688634196280243
1,k3_bin8-10_splitood,greedy_dyn_3_fused,3,p15,1.0,2.305,2.6094827681924007,0.9787367328482892,1.0,0.0,0.0,0.0,0.0,1.0,0.4252653430342127,0.369747801698826
1,k4_bin8-10_splitood,PPO_BCD,4,p15,1.0,2.295,2.689109748896737,0.9795472245904494,1.0,0.0,0.0,0.0,0.0,1.0,0.40905550819101266,0.36641624355749414
1,k4_bin8-10_splitood,random_uniform_valid,4,p15,0.465,3.575,3.3600415600967177,0.4159889242752904,0.6236559139784946,0.3763440860215054,0.0,0.058982552345842126,0.17,0.84,0.42025640980250856,0.3548179624775885
1,k4_bin8-10_splitood,always_noop,4,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,k4_bin8-10_splitood,greedy_dyn_1_fused,4,p15,1.0,2.295,2.5134370783092326,0.979077314395065,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.3733920336320156
1,k4_bin8-10_splitood,greedy_dyn_2_fused,4,p15,1.0,2.305,2.5325161647514487,0.9790391635872436,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3688634196280243
1,k4_bin8-10_splitood,greedy_dyn_3_fused,4,p15,1.0,2.305,2.6094827681924007,0.9787367328482892,1.0,0.0,0.0,0.0,0.0,1.0,0.4252653430342127,0.369747801698826
1,k5_bin8-10_splitood,PPO_BCD,5,p15,1.0,2.295,2.689109748896737,0.9795472245904494,1.0,0.0,0.0,0.0,0.0,1.0,0.40905550819101266,0.36641624355749414
1,k5_bin8-10_splitood,random_uniform_valid,5,p15,0.57,4.05,3.2464881709003874,0.5128893872561379,0.4298245614035088,0.5701754385964912,0.0,0.04249998873099685,0.16,0.865,0.42121227741524936,0.3508071052813297
1,k5_bin8-10_splitood,always_noop,5,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,k5_bin8-10_splitood,greedy_dyn_1_fused,5,p15,1.0,2.295,2.5134370783092326,0.979077314395065,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.3733920336320156
1,k5_bin8-10_splitood,greedy_dyn_2_fused,5,p15,1.0,2.305,2.5325161647514487,0.9790391635872436,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3688634196280243
1,k5_bin8-10_splitood,greedy_dyn_3_fused,5,p15,1.0,2.305,2.6094827681924007,0.9787367328482892,1.0,0.0,0.0,0.0,0.0,1.0,0.4252653430342127,0.369747801698826
1,k5_bin8-10_splitood,greedy_dyn_5_fused,5,p15,1.0,2.305,2.5730757550398864,0.9786908064600081,1.0,0.0,0.0,0.0,0.0,1.0,0.42618387079983605,0.37092609045635994
1,k8_bin8-10_splitood,PPO_BCD,8,p15,1.0,2.295,2.689109748896737,0.9795472245904494,1.0,0.0,0.0,0.0,0.0,1.0,0.40905550819101266,0.36641624355749414
1,k8_bin8-10_splitood,random_uniform_valid,8,p15,0.805,4.645,3.009978628079491,0.6755564503336347,0.39751552795031053,0.422360248447205,0.18012422360248448,0.07102469398640096,0.235,0.795,0.41582160535450513,0.3461195523164906
1,k8_bin8-10_splitood,always_noop,8,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,k8_bin8-10_splitood,greedy_dyn_1_fused,8,p15,1.0,2.295,2.5134370783092326,0.979077314395065,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.3733920336320156
1,k8_bin8-10_splitood,greedy_dyn_2_fused,8,p15,1.0,2.305,2.5325161647514487,0.9790391635872436,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3688634196280243
1,k8_bin8-10_splitood,greedy_dyn_3_fused,8,p15,1.0,2.305,2.6094827681924007,0.9787367328482892,1.0,0.0,0.0,0.0,0.0,1.0,0.4252653430342127,0.369747801698826
1,k8_bin8-10_splitood,greedy_dyn_5_fused,8,p15,1.0,2.305,2.5730757550398864,0.9786908064600081,1.0,0.0,0.0,0.0,0.0,1.0,0.42618387079983605,0.37092609045635994
7,k2_bin6-8_splitood,PPO_BCD,2,p15,0.7,1.995,2.7957359050200195,0.681552216934393,1.0,0.0,0.0,0.0,0.0,1.0,0.36895566131213786,0.340331984975996
7,k2_bin6-8_splitood,random_uniform_valid,2,p15,0.135,1.98,3.9035471088914506,0.11022117415041548,1.0,0.0,0.0,0.028626302350312473,0.075,0.925,0.3633239122910654,0.33903586901954286
7,k2_bin6-8_splitood,always_noop,2,p15,0.0,0.0,6.644456075832363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,k2_bin6-8_splitood,greedy_dyn_1_fused,2,p15,0.905,1.995,2.5290405770233777,0.8840346941136166,1.0,0.0,0.0,0.0030193094071000815,0.045,0.955,0.36826749891346744,0.3398629540217918
7,k2_bin6-8_splitood,greedy_dyn_2_fused,2,p15,0.91,2.0,2.561264371581456,0.8917253217823995,1.0,0.0,0.0,0.0,0.0,1.0,0.3654935643520081,0.3401948502547701
7,k2_bin8-10_splitood,PPO_BCD,2,p15,0.705,2.0,3.0317047423665042,0.6848479281200224,1.0,0.0,0.0,0.0,0.0,1.0,0.4030414375995515,0.3797766700247285
7,k2_bin8-10_splitood,random_uniform_valid,2,p15,0.06,1.965,4.184201735011383,0.03063731364506192,1.0,0.0,0.0,0.02953759335912764,0.11,0.895,0.4181785403805063,0.3848754377134952
7,k2_bin8-10_splitood,always_noop,2,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,k2_bin8-10_splitood,greedy_dyn_1_fused,2,p15,0.705,2.0,2.8721213261532537,0.6840773143950648,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.38180041497123
7,k2_bin8-10_splitood,greedy_dyn_2_fused,2,p15,0.695,2.0,2.916626142109791,0.6740391635872437,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3794241496625308
7,k3_bin6-8_splitood,PPO_BCD,3,p15,0.98,2.295,2.5470707388304743,0.961552216934393,1.0,0.0,0.0,0.0,0.0,1.0,0.36895566131213786,0.3337748349581181
7,k3_bin6-8_splitood,random_uniform_valid,3,p15,0.37,2.835,3.4004492484377535,0.33865865043436066,1.0,0.0,0.0,0.04840250212699175,0.16,0.845,0.37002198705880296,0.33134666783705236
7,k3_bin6-8_splitood,always_noop,3,p15,0.0,0.0,6.644456075832363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,k3_bin6-8_splitood,greedy_dyn_1_fused,3,p15,1.0,2.09,2.4318646387367364,0.9790346941136167,1.0,0.0,0.0,0.0030193094071000815,0.045,0.955,0.36826749891346744,0.33755856632468734
7,k3_bin6-8_splitood,greedy_dyn_2_fused,3,p15,1.0,2.09,2.474180102533397,0.9817240755266073,1.0,0.0,0.0,0.0,0.0,1.0,0.365518489467853,0.3385438581038486
7,k3_bin6-8_splitood,greedy_dyn_3_fused,3,p15,1.0,2.145,2.4824396110348,0.9816290157257551,1.0,0.0,0.0,0.0,0.0,1.0,0.36741968548489834,0.3371077547653143
7,k3_bin8-10_splitood,PPO_BCD,3,p15,1.0,2.295,2.713827322531181,0.9798479281200224,1.0,0.0,0.0,0.0,0.0,1.0,0.4030414375995515,0.370827757622307
7,k3_bin8-10_splitood,random_uniform_valid,3,p15,0.275,2.85,3.612477612267328,0.24466163871133265,1.0,0.0,0.0,0.033527891896665094,0.125,0.885,0.4147114419800166,0.3594928610463637
7,k3_bin8-10_splitood,always_noop,3,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,k3_bin8-10_splitood,greedy_dyn_1_fused,3,p15,1.0,2.295,2.5134370783092326,0.979077314395065,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.3733920336320156
7,k3_bin8-10_splitood,greedy_dyn_2_fused,3,p15,1.0,2.305,2.5325161647514487,0.9790391635872436,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3688634196280243
7,k3_bin8-10_splitood,greedy_dyn_3_fused,3,p15,1.0,2.305,2.6094827681924007,0.9787367328482892,1.0,0.0,0.0,0.0,0.0,1.0,0.4252653430342127,0.369747801698826
7,k4_bin8-10_splitood,PPO_BCD,4,p15,1.0,2.295,2.713827322531181,0.9798479281200224,1.0,0.0,0.0,0.0,0.0,1.0,0.4030414375995515,0.370827757622307
7,k4_bin8-10_splitood,random_uniform_valid,4,p15,0.485,3.535,3.3241489924331136,0.4379463189505607,0.5773195876288659,0.422680412371134,0.0,0.037213064078241584,0.175,0.83,0.4176474928323032,0.3545674497146281
7,k4_bin8-10_splitood,always_noop,4,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,k4_bin8-10_splitood,greedy_dyn_1_fused,4,p15,1.0,2.295,2.5134370783092326,0.979077314395065,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.3733920336320156
7,k4_bin8-10_splitood,greedy_dyn_2_fused,4,p15,1.0,2.305,2.5325161647514487,0.9790391635872436,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3688634196280243
7,k4_bin8-10_splitood,greedy_dyn_3_fused,4,p15,1.0,2.305,2.6094827681924007,0.9787367328482892,1.0,0.0,0.0,0.0,0.0,1.0,0.4252653430342127,0.369747801698826
7,k5_bin8-10_splitood,PPO_BCD,5,p15,1.0,2.295,2.713827322531181,0.9798479281200224,1.0,0.0,0.0,0.0,0.0,1.0,0.4030414375995515,0.370827757622307
7,k5_bin8-10_splitood,random_uniform_valid,5,p15,0.605,3.945,3.2351431703232847,0.549900513546564,0.5371900826446281,0.4628099173553719,0.0,0.04543720649555325,0.165,0.84,0.41811531607761493,0.35149706367932526
7,k5_bin8-10_splitood,always_noop,5,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,k5_bin8-10_splitood,greedy_dyn_1_fused,5,p15,1.0,2.295,2.5134370783092326,0.979077314395065,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.3733920336320156
7,k5_bin8-10_splitood,greedy_dyn_2_fused,5,p15,1.0,2.305,2.5325161647514487,0.9790391635872436,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3688634196280243
7,k5_bin8-10_splitood,greedy_dyn_3_fused,5,p15,1.0,2.305,2.6094827681924007,0.9787367328482892,1.0,0.0,0.0,0.0,0.0,1.0,0.4252653430342127,0.369747801698826
7,k5_bin8-10_splitood,greedy_dyn_5_fused,5,p15,1.0,2.305,2.5730757550398864,0.9786908064600081,1.0,0.0,0.0,0.0,0.0,1.0,0.42618387079983605,0.37092609045635994
7,k8_bin8-10_splitood,PPO_BCD,8,p15,1.0,2.295,2.713827322531181,0.9798479281200224,1.0,0.0,0.0,0.0,0.0,1.0,0.4030414375995515,0.370827757622307
7,k8_bin8-10_splitood,random_uniform_valid,8,p15,0.75,5.005,3.0804108128579504,0.5983626318758275,0.36666666666666664,0.42,0.21333333333333335,0.05690705874934793,0.23,0.805,0.4169332449847557,0.3429559171637069
7,k8_bin8-10_splitood,always_noop,8,p15,0.0,0.0,8.540443205824255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,k8_bin8-10_splitood,greedy_dyn_1_fused,8,p15,1.0,2.295,2.5134370783092326,0.979077314395065,1.0,0.0,0.0,0.0,0.0,1.0,0.4184537120987031,0.3733920336320156
7,k8_bin8-10_splitood,greedy_dyn_2_fused,8,p15,1.0,2.305,2.5325161647514487,0.9790391635872436,1.0,0.0,0.0,0.0,0.0,1.0,0.41921672825512474,0.3688634196280243
7,k8_bin8-10_splitood,greedy_dyn_3_fused,8,p15,1.0,2.305,2.6094827681924007,0.9787367328482892,1.0,0.0,0.0,0.0,0.0,1.0,0.4252653430342127,0.369747801698826
7,k8_bin8-10_splitood,greedy_dyn_5_fused,8,p15,1.0,2.305,2.5730757550398864,0.9786908064600081,1.0,0.0,0.0,0.0,0.0,1.0,0.42618387079983605,0.37092609045635994
